['/Users/mikes/Documents/.localized', 741.29, 'Day(s)', 1442498408.0]
['/Users/mikes/Documents/Absentee Ballots/2016/CALIFORNIA VOTER REGISTRATION FORM.pdf', 426.45, 'Day(s)', 1469700954.0]
['/Users/mikes/Documents/Absentee Ballots/2016/Rightmire Michael Paul 771050 Ballot.pdf', 383.04, 'Day(s)', 1473451512.0]
['/Users/mikes/Documents/Absentee Ballots/2016/Rightmire Michael Paul 771050 Instructions.pdf', 383.04, 'Day(s)', 1473451512.0]
['/Users/mikes/Documents/Absentee Ballots/2016/Rightmire Michael Paul 771050 Sample Ballot.pdf', 383.04, 'Day(s)', 1473451512.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/.thumbdata', 2276.97, 'Day(s)', 1309816010.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/cwm-root-gtab2.zip', 1684.45, 'Day(s)', 1361009042.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/Thumbs.db', 1728.11, 'Day(s)', 1357237574.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/.br/.thumbdata', 2276.97, 'Day(s)', 1309816010.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/.br/config.txt', 2136.19, 'Day(s)', 1321979148.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/.br/d050000l.pfb', 2136.19, 'Day(s)', 1321979148.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/.br/s050000l.pfb', 2136.19, 'Day(s)', 1321979148.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/.br/tmp/.thumbdata', 2276.97, 'Day(s)', 1309816010.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/clockworkmod/GT-P5110_ClockworkMod-Recovery_5.5.0.4.tar', 1684.45, 'Day(s)', 1361009044.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/clockworkmod/Odin3-v1.85_3.zip', 1684.45, 'Day(s)', 1361009044.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/clockworkmod/recovery.log', 1668.69, 'Day(s)', 1362371394.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/data/com.keramidas.TitaniumBackup/licensing-cache.xml', 1668.95, 'Day(s)', 1362348758.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/.thumbdata3--1598188561', 2108.66, 'Day(s)', 1324357490.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/.thumbdata3--25700690', 2042.2, 'Day(s)', 1330099868.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/.thumbnails/1323635566117.jpg', 2117.1, 'Day(s)', 1323628366.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/.thumbnails/1324364687150.jpg', 2108.66, 'Day(s)', 1324357490.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/100ANDRO/.thumbdata', 2276.97, 'Day(s)', 1309816010.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/.thumbdata', 2276.97, 'Day(s)', 1309816010.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130104_235511.jpg', 1669.0, 'Day(s)', 1362344372.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130104_235516.jpg', 1669.0, 'Day(s)', 1362344372.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130104_235523.jpg', 1669.0, 'Day(s)', 1362344372.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130104_235545.jpg', 1669.0, 'Day(s)', 1362344372.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130104_235552.jpg', 1669.0, 'Day(s)', 1362344372.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113515.jpg', 1669.0, 'Day(s)', 1362344372.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113530.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113538.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113541.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113544.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113559.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113633.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113646.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113654.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113659.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113701.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113702.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113710.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113715.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113729.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113743.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113818.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113820.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113821.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113915.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113918.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113940.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_113942.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_133412.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_133423.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_133433.mp4', 1698.39, 'Day(s)', 1359805056.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_133828.mp4', 1698.39, 'Day(s)', 1359805270.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141530.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141559.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141613.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141636.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141642.jpg', 1669.0, 'Day(s)', 1362344374.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141657.jpg', 1669.0, 'Day(s)', 1362344376.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141702.jpg', 1669.0, 'Day(s)', 1362344376.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141945.jpg', 1669.0, 'Day(s)', 1362344376.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_141947.jpg', 1669.0, 'Day(s)', 1362344376.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_142007.jpg', 1669.0, 'Day(s)', 1362344376.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_142024.jpg', 1669.0, 'Day(s)', 1362344376.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/DCIM/Camera/20130202_142027.jpg', 1669.0, 'Day(s)', 1362344376.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/MyDocs/dads/DadsBlogs.docx', 1686.91, 'Day(s)', 1360797246.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/MyDocs/dads/DadsOriginalCollectedPoems.docx', 1686.91, 'Day(s)', 1360797248.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/MyDocs/dads/The God trap.cleaned.txt', 1686.91, 'Day(s)', 1360797238.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/MyDocs/dads/The God trap.doc', 1686.91, 'Day(s)', 1360797238.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/MyDocs/Rooting/cwm-root-gtab2.zip', 1684.45, 'Day(s)', 1361008964.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/MyDocs/Rooting/GT-P5110_ClockworkMod-Recovery_5.5.0.4.tar', 1684.47, 'Day(s)', 1361007678.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/MyDocs/Rooting/Odin3-v1.85_3.zip', 1684.47, 'Day(s)', 1361007678.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/Notifications/hangout_dingtone.m4a', 1669.0, 'Day(s)', 1362344372.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/Notifications/hangout_ringtone.m4a', 1669.0, 'Day(s)', 1362344372.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/quickDic/DE-EN_chemnitz.quickdic', 2226.56, 'Day(s)', 1314171490.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/quickDic/DE-EN_chemnitz.quickdic.zip', 2226.56, 'Day(s)', 1314171458.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/quickDic/wordList.txt', 2129.66, 'Day(s)', 1322543618.0]
['/Users/mikes/Documents/Backups/Android MicroSD card/tmp/.thumbdata', 2276.97, 'Day(s)', 1309816010.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/.DS_Store', 880.44, 'Day(s)', 1430476115.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Atlantas.ldif', 880.45, 'Day(s)', 1430475224.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Collected.ldif', 880.45, 'Day(s)', 1430475313.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Epi.ldif', 880.45, 'Day(s)', 1430475233.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Manoli.ldif', 880.45, 'Day(s)', 1430475242.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/MediaTiger.ldif', 880.45, 'Day(s)', 1430475257.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/personal.ldif', 880.45, 'Day(s)', 1430475212.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Rosellini.ldif', 880.45, 'Day(s)', 1430475268.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Smarterer.ldif', 880.45, 'Day(s)', 1430475278.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Taconic.ldif', 880.45, 'Day(s)', 1430475288.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Tesera.ldif', 880.45, 'Day(s)', 1430475304.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/index.html', 883.57, 'Day(s)', 1430205724.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20050617-Why hello!-1.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20051012-no_subject-2.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20051101-Post-disaster clean up-3.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20051109-Re_Twopee twopee....-4.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20051220-Update-5.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20051223-another card!-6.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20060215-Re_You_ve received an Amazon.com Gift Certificate and e-Card!-7.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20060907-Re_Happy pre-2p...!-8.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20060918-Toxic Britney-9.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20060919-Re_Toxic Britney-10.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20060927-Hey-11.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20061125-Re_You video-12.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20070126-Re_Hey Snoozle!-13.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20070126-Re_Hey Snoozle!-14.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20070409-Happy Easter back!-16.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20070414-Re_Happy Easter back!-17.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20070604-New info!-18.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20070622-Making sure you got it.-15.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20070924-Re_BTW - Thank you again!-21.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20071103-Video from Yahoo!-19.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20071122-Re_Greeting cards and birthdays!-20.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20071215-Re_Christmas!-23.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20071215-Re_What do you want for Christmas!_-22.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20071218-Re_What do you want for Christmas!_-25.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20080226-Re_Vote for my Neuro Prof!!!-24.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20080325-Happy Late Easter Back!!-26.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20080621-Lynae &amp; Dave sent you an Amazon.com Gift Card!-27.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20081112-Re_Happy Pre-Twopee to you-28.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20081202-Christams! Christmas is coming!-29.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20081213-Santa will miss your house...-30.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20081214-Re_Santa will miss your house...-31.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20081217-Re_Santa will miss your house...-32.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20100209-Re_Miss you guys-33.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20130221-Re_Laurels email-34.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20130616-Re_Laurels email-35.html', 883.57, 'Day(s)', 1430205723.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20130616-Re_Laurels email-36.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20130616-Re_Laurels email-37.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20130616-Re_Laurels email-38.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20130617-Re_Laurels email-39.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20130620-Re_Laurels email-40.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20140505-Re_Michael Rightmire sent you a Digital Card from Punchbowl-41.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150426-Help-42.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150426-Re_Help-43.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150426-Re_Help-44.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150427-Re_Help-46.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150427-Re_Help-47.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150427-Re_Help-48.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150427-Re_Help-49.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150427-Re_Help-50.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/ArchivedEmails/Naeand2s/Nae and 2s_20150428-0922/messages/20150427-Re_Your mom-45.html', 883.57, 'Day(s)', 1430205722.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/.DS_Store', 716.99, 'Day(s)', 1444597822.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/AMDSPIN.DLL', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/ARCADEVF.DLL', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/ARCCTL.DLL', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/ARCFONTS.FON', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/ASTEROID.CFG', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/ASTEROID.EXE', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/ASTEROID.HLP', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/BZ.CFG', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/BZ.EXE', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/BZ.GID', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/BZ.HLP', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/BZ10.WAV', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/CENTIPED.GID', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/CENTIPED.HLP', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/CENTLIFE.WAV', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/CP.CFG', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/CP.EXE', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/CPFONTS.FON', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/MC.CFG', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/MC.EXE', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/MC.GID', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/MC.HLP', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/MC8.WAV', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/MCFONTS.FON', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/README.TXT', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/TEMPEST.CFG', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/TEMPEST.EXE', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/TEMPEST.HLP', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/TM7.WAV', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/WAVEMIX.DLL', 2657.07, 'Day(s)', 1276974738.0]
['/Users/mikes/Documents/Backups/Storage Disks Games/ARCADE/ARCADE/AMDSPIN.DLL', 2657.07, 'Day(s)', 1276974738.0]
